StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID46,F1,State,HI,ENG_1,ENG_2,QUAL,A1_1,A1_2,A1_3,A1_4,A1_5,A1_6,A1_7,A1_9,A1_8,A1_8_TEXT,A2_1,A2_2,A2_3,A2_4,A3,B1,B2,B3,B3_7_TEXT,B4,B5,C1,C1_7_TEXT,C2,C2_7_TEXT,C3,C3_7_TEXT,C4,C5,C5_8_TEXT,C6_2,C6_3,C6_4,C6_5,C6_6,C6_1,C6_8,C6_7,C6_7_TEXT,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,T_C7_First Click,T_C7_Last Click,T_C7_Page Submit,T_C7_Click Count,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,T_C8_First Click,T_C8_Last Click,T_C8_Page Submit,T_C8_Click Count,D1,D1_6_TEXT,D2_1,D2_2,D2_3,D2_10,D2_11,D2_12,T_D2_First Click,T_D2_Last Click,T_D2_Page Submit,T_D2_Click Count,D4_1,D4_2,D4_3,D4_10,D4_11,D4_12,T_D4_First Click,T_D4_Last Click,T_D4_Page Submit,T_D4_Click Count,T_E1_First Click,T_E1_Last Click,T_E1_Page Submit,T_E1_Click Count,E1,E2,E3_1,E1_N,E1_Y,F2_1,F3,F4,F5,F6_2,F6_1,F6_3,F6_5,F6_4,F6_6,F7,F8,F9,D2-1,D2-1_6_TEXT,D2-2,D2-2_6_TEXT,D2-3,D2-3_6_TEXT,D2-4,D2-4_6_TEXT,D2-5,D2-5_6_TEXT,D2-6,D2-6_6_TEXT,D3-1,D3-1_6_TEXT,D3-2,D3-2_6_TEXT,D3-3,D3-3_6_TEXT,D3-4,D3-4_6_TEXT,D3-5,D3-5_6_TEXT,D3-6,D3-6_6_TEXT,Q88_1,Q88_2,Q88_3,Q88_4,Q88_5,Q88_6,Q90,Q90_4_TEXT,Q92_1,Q92_2,Q92_3,Q92_4,Q92_5,Q92_6,Q94,Q94_4_TEXT,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D3,D3_4_TEXT,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D5,D5_4_TEXT,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,D3,D3_4_TEXT,D5,D5_4_TEXT,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,opp,rid,RISN,PID,psid,rnid,study,K2,med,Q_Language,QPMID,UserAgent,cintid,ProjectToken,gc,term,group,Bid,Price,LS
8/4/2020 18:18,8/7/2020 9:25,0,20,227237,0,8/14/2020 9:26,R_2rjct7fYemoPALW,anonymous,ES,1,,10,1,3,2,1,0,0,0,0,0,0,0,1,0,-99,4,4,4,4,10,1,1,8,-99,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f29fa9e-b9dc-29f3-c4ef-631be51cfc06,8049048,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 9; SM-S767VL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.111 Mobile Safari/537.36",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,1,2,,
8/7/2020 10:01,8/7/2020 10:01,0,1,5,0,8/14/2020 10:02,R_2l7OWn7e5Y62Ijn,anonymous,ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f2d7abf-8fa7-f717-7d8a-4eb49088262a,8154885,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,,,,
8/14/2020 19:13,8/14/2020 19:14,0,100,28,1,8/14/2020 19:14,R_2YGkvxJUZIrDXwG,anonymous,ES,1,1,10,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,,,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 9; SM-A102U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Mobile Safari/537.36",6a1ab261-c49a-742c-307a-8531d7e03298,e6c15382-5cb3-789a-a316-be2bf1bea080,2,not_male,,,,
8/9/2020 0:22,8/9/2020 0:24,0,14,75,0,8/16/2020 0:24,R_1opWCZTQ9uqYhT6,anonymous,ES,1,,11,1,1,1,1,1,1,1,1,1,1,1,0,1,12,1,1,-99,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f2f961a-7eb9-b888-a02b-8c9f51a754c9,8154885,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 10; SM-G981U Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.111 Mobile Safari/537.36 TapResearch Multi Window",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,1,5,,
8/9/2020 14:24,8/9/2020 14:25,0,8,47,0,8/16/2020 14:25,R_2YanlM4taqRYUQ3,anonymous,ES,1,,45,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f305b57-5d7f-a366-16c2-82c7aaa14207,8128038,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,1,5,,
8/16/2020 16:36,8/16/2020 16:36,0,100,31,1,8/16/2020 16:36,R_3fQ7I6OhYqOrgMG,anonymous,EN,1,2,22,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,,,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",6823bcec-bd9b-f348-26f7-8b0880577a30,e6c15382-5cb3-789a-a316-be2bf1bea080,2,state,,,,
8/9/2020 19:27,8/9/2020 19:28,0,1,9,0,8/16/2020 20:07,R_25QO1MzMyadiadL,anonymous,ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f30a254-d8cf-98b3-596e-0d042b1e8e04,8128038,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,,,,
8/9/2020 20:11,8/9/2020 20:12,8,1,15,0,8/16/2020 20:14,R_sItK2tcwb1dBC6t,anonymous,ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f30ac5d-cd84-2fbd-d662-cb02fc250c7c,8128038,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,,,,
8/17/2020 6:25,8/17/2020 6:25,0,100,19,1,8/17/2020 6:25,R_2xSj2iby1m4Q9Gq,anonymous,ES,1,1,10,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,,,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 9; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.111 Mobile Safari/537.36",f53255be-31d5-211b-52a5-6219207c3147,e6c15382-5cb3-789a-a316-be2bf1bea080,2,not_male,,,,
8/10/2020 7:30,8/10/2020 7:30,0,1,5,0,8/17/2020 7:30,R_1rGQaRDFfuDYW7h,anonymous,ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f314bf4-535b-c8fd-a2d3-ff99652053b7,8145826,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko)",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,,,,
8/10/2020 14:11,8/10/2020 14:11,0,1,9,0,8/17/2020 14:11,R_22l701oIcbx4bfj,anonymous,ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f31a9d0-7e9e-ec46-ab08-43e778230bc4,8062450,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.0 Chrome/79.0.3945.136 Mobile Safari/537.36",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,,,,
8/10/2020 17:57,8/10/2020 17:59,0,14,114,0,8/17/2020 17:59,R_2q3qWzeyJ50TVif,anonymous,ES,1,,10,1,2,2,1,1,0,0,0,0,0,0,0,0,-99,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f31dec8-d339-bc3c-9123-d2366f567826,8062450,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-N950U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.0 Chrome/79.0.3945.136 Mobile Safari/537.36",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,1,3,,
8/10/2020 17:44,8/10/2020 18:30,0,38,2768,0,8/17/2020 18:31,R_0vSlE4eH69miClj,anonymous,ES,1,,10,1,2,2,1,0,0,1,1,0,0,0,0,0,-99,3,4,4,4,3,3,3,9,-99,5,1,2,-99,3,-99,1,-99,,,,1,1,0,1,1,0,0,0,-99,1,1,1,4,2,2,16.613,195.733,196.432,25,1,1,1,2,2,2,19.501,576.536,578.315,26,3,-99,1,3,3,4,4,4,3.901,50.851,51.576,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f31dbb0-f929-82ec-7339-8c1d9c26a97a,8062450,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 9; SM-N950U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.111 Mobile Safari/537.36",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,1,2,,
8/17/2020 18:37,8/17/2020 18:38,0,100,42,1,8/17/2020 18:38,R_ZpA1SidygKrWVuF,anonymous,EN,1,2,41,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,,,,,,,,{Invalid Expression},EN,4438,"Mozilla/5.0 (X11; CrOS x86_64 13020.87.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.119 Safari/537.36",79fc1871-088f-db43-ad51-2fd727af728c,e6c15382-5cb3-789a-a316-be2bf1bea080,2,state,,,,
8/17/2020 20:24,8/17/2020 20:25,0,100,21,1,8/17/2020 20:25,R_28FCk0743oMoKpT,anonymous,ES,1,2,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f3b3bca-61cf-d7da-5288-3040b1d3a467,8251817,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",,e6c15382-5cb3-789a-a316-be2bf1bea080,2,state,,,,
8/17/2020 20:19,8/17/2020 20:26,0,100,415,1,8/17/2020 20:26,R_3lREJkgUbeusTJy,anonymous,ES,1,2,45,1,3,2,1,1,0,1,1,1,1,0,0,0,-99,1,1,1,3,12,1,2,1,-99,4,1,4,-99,3,-99,4,-99,12,7,-99,1,0,0,1,0,1,0,0,-99,5,3,2,1,4,1,0.763,5.208,5.826,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f3b3a5d-330a-27f9-caeb-a21095bff2d7,8251817,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",,e6c15382-5cb3-789a-a316-be2bf1bea080,2,c7_timing,1,5,,
8/17/2020 20:55,8/17/2020 21:10,0,100,898,1,8/17/2020 21:10,R_31uU3qlkTO3Y47g,anonymous,ES,1,2,10,1,2,3,1,0,0,0,1,0,0,0,0,0,-99,3,3,3,3,-99,1,3,1,-99,4,1,3,-99,3,-99,4,-99,,,,0,0,1,0,0,0,0,0,-99,5,4,3,2,4,1,1.2,121.619,122.401,57,5,3,2,4,4,1,12.705,52.938,53.881,14,5,-99,1,6,6,6,6,3,1.644,37.972,39.075,22,1,6,6,6,6,3,2.013,26.615,27.408,18,1.67,152.206,156.453,66,2,1,4,,32 dólares al año no es nada a comparación de w vamos a a tener mas seguridad ,73,3,2,1,0,0,0,0,0,1,2,9,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f3b42f6-1ebc-4340-e7cd-6e9d66789651,8225497,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,0b6c3e68-e110-4515-8c95-f67e9e2c2941,1,,1,2,32,570
8/17/2020 21:36,8/17/2020 21:43,0,100,396,1,8/17/2020 21:43,R_2vldGBd6EV9Wyla,anonymous,ES,1,2,18,1,2,2,1,0,0,0,1,1,1,0,0,0,-99,4,4,4,4,100,3,3,8,-99,5,1,3,-99,3,-99,4,-99,,,,0,1,1,1,0,0,0,0,-99,1,1,1,1,1,1,56.515,57.805,58.435,6,1,1,1,1,1,1,8.365,9.924,10.539,6,3,-99,3,3,3,3,3,3,6.533,8.067,8.567,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f3b4ca3-1329-0ee9-e161-d695a7f59e25,8225497,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",,e6c15382-5cb3-789a-a316-be2bf1bea080,2,d2_timing,1,3,,
8/11/2020 0:09,8/11/2020 0:09,0,1,10,0,8/18/2020 0:09,R_2bJgtdzw0AFzR34,anonymous,ES,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f3235c3-b6df-59d2-d651-8b3751c6ba10,8145826,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko)",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,,,,
8/18/2020 0:39,8/18/2020 0:58,0,100,1108,1,8/18/2020 0:58,R_2zhwtcFJuq9zKEM,anonymous,ES,1,2,33,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f3b7719-127a-aae5-c1ff-da074b6d6c93,8251817,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 6.0; 4034G Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36",,e6c15382-5cb3-789a-a316-be2bf1bea080,2,state,,,,
8/18/2020 3:52,8/18/2020 3:54,0,100,82,1,8/18/2020 3:54,R_2rHO8j8BWDKjXVh,anonymous,ES,1,2,5,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f3ba4a1-ae4c-a2c1-8594-db531ac107df,8225497,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Safari/537.36",,e6c15382-5cb3-789a-a316-be2bf1bea080,2,state,,,,
8/11/2020 8:56,8/11/2020 9:00,0,7,234,0,8/18/2020 9:00,R_OOwQ2EmhPEuvrbP,anonymous,ES,1,,45,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f32b17b-27a9-482d-6da0-dafd2b3dd660,8062450,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 9; moto e6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.111 Mobile Safari/537.36",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,1,,,
8/18/2020 13:41,8/18/2020 13:42,0,100,20,1,8/18/2020 13:42,R_29dkfpdQKkZoNVC,anonymous,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f3c2ed1-9e1d-84be-1c8e-ccf3f6a94cfa,8225497,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,e6c15382-5cb3-789a-a316-be2bf1bea080,2,consent,,,,
8/11/2020 13:40,8/11/2020 13:52,0,38,746,0,8/18/2020 13:52,R_T5BZ86h83hziq7n,anonymous,ES,1,,10,1,3,2,1,0,1,1,1,1,1,0,0,0,-99,3,4,4,4,1,1,1,7,Buscaría refugio,5,2,7,Buscaría una iglesia que tenga un refugio,7,Rezar,3,-99,,,,0,1,1,1,1,1,0,0,-99,1,3,4,-99,1,1,5.179,81.184,81.434,24,5,3,4,2,2,2,10.948,64.696,66.982,19,5,-99,1,3,4,-99,5,6,12.94,47.972,48.011,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f32f3ee-a70a-6973-0d58-609a7325bbfc,8062450,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Linux; Android 9; REVVLRY) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.111 Mobile Safari/537.36",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,1,4,,
8/18/2020 22:00,8/18/2020 22:00,0,100,20,1,8/18/2020 22:00,R_ahCoLHSDYVVwDN7,anonymous,ES,1,1,39,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,,,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",eece5f54-afe7-2b9f-544f-68e5b96f8983,e6c15382-5cb3-789a-a316-be2bf1bea080,2,not_male,,,,
8/12/2020 15:53,8/12/2020 15:54,0,8,53,0,8/19/2020 15:54,R_2uHsqnyiI3ZZ7KZ,anonymous,ES,1,,10,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f34649d-2596-198d-93f0-a56683f6a0af,8145826,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko)",,e6c15382-5cb3-789a-a316-be2bf1bea080,,,1,2,,
8/19/2020 15:58,8/19/2020 15:58,0,100,9,1,8/19/2020 15:58,R_2qxhxDJl06SJDPq,anonymous,ES,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2911-0207Hispanics,5f3da065-57be-f679-7a79-43764cf6b5ef,8225497,,,,,,{Invalid Expression},ES,4438,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,e6c15382-5cb3-789a-a316-be2bf1bea080,2,consent,,,,
